"No.","Time","Source","Destination","Protocol","Length","Info"
"3565","30.450488","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","74","65279  >  443 [ACK] Seq=1178 Ack=55101 Win=262912 Len=0"
"3566","30.450527","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=646727 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3567","30.450531","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=648139 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3568","30.450532","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=649551 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3569","30.450704","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=650963 Win=262400 Len=0"
"3570","30.450754","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=650963 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3571","30.450754","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=652375 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3572","30.450755","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=205236 Ack=3511 Win=64128 Len=1412"
"3573","30.450756","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=206648 Ack=3511 Win=64128 Len=1412"
"3574","30.450950","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=653787 Win=262400 Len=0"
"3575","30.450981","192.168.100.139","181.188.188.204","TCP","90","65271  >  80 [ACK] Seq=3511 Ack=208060 Win=262400 Len=0 SLE=305488 SRE=306900 SLE=295604 SRE=297016 SLE=277248 SRE=278660 SLE=264540 SRE=265952"
"3576","30.451042","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Application Data [TCP segment of a reassembled PDU]"
"3577","30.451520","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=653787 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3578","30.451522","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=655199 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3579","30.451523","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=656611 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3580","30.451709","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=658023 Win=262400 Len=0"
"3581","30.451747","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=658023 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3582","30.453030","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","[TCP Previous segment not captured] 443  >  65279 [ACK] Seq=57885 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3583","30.453101","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","86","65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=57885 SRE=59277"
"3584","30.453311","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [ACK] Seq=59277 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3585","30.453366","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","86","[TCP Dup ACK 3583#1] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=57885 SRE=60669"
"3586","30.454475","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [ACK] Seq=60669 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3587","30.454543","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","86","[TCP Dup ACK 3583#2] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=57885 SRE=62061"
"3588","30.454572","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65267 [ACK] Seq=380246 Ack=5294 Win=64128 Len=1412"
"3589","30.456521","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","[TCP Previous segment not captured] 443  >  65279 [ACK] Seq=63453 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3590","30.456576","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#3] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=64845 SLE=57885 SRE=62061"
"3591","30.456781","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [ACK] Seq=64845 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3592","30.456824","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#4] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=66237 SLE=57885 SRE=62061"
"3593","30.458505","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [ACK] Seq=66237 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3594","30.458506","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [PSH, ACK] Seq=67629 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3595","30.458553","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#5] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=67629 SLE=57885 SRE=62061"
"3596","30.458587","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#6] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=69021 SLE=57885 SRE=62061"
"3597","30.459061","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [ACK] Seq=69021 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3598","30.459102","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#7] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=70413 SLE=57885 SRE=62061"
"3599","30.459738","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [ACK] Seq=70413 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3600","30.459791","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#8] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=71805 SLE=57885 SRE=62061"
"3601","30.461499","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","443  >  65279 [ACK] Seq=71805 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]"
"3602","30.461500","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3603","30.461558","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#9] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=73197 SLE=57885 SRE=62061"
"3604","30.461585","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#10] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=74589 SLE=57885 SRE=62061"
"3605","30.461630","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1294","[TCP Out-Of-Order] 80  >  65281 [ACK] Seq=26841 Ack=412 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"3606","30.462111","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3607","30.462154","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","[TCP Dup ACK 3583#11] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3608","30.465627","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65278 [ACK] Seq=303998 Ack=1400 Win=64128 Len=1412"
"3609","30.465853","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=308234 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3610","30.465854","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=309646 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3611","30.465969","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=1400 Ack=311058 Win=262400 Len=0"
"3612","30.469663","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=659435 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3613","30.469664","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=660847 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3614","30.469816","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=662259 Win=262400 Len=0"
"3615","30.469980","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=662259 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3616","30.469981","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=663671 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3617","30.469997","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=665083 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3618","30.470132","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=666495 Win=262400 Len=0"
"3619","30.470545","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=208060 Ack=3511 Win=64128 Len=1412"
"3620","30.470645","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=210884 Ack=3511 Win=64128 Len=1412"
"3621","30.470648","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=212296 Ack=3511 Win=64128 Len=1412"
"3622","30.470775","192.168.100.139","181.188.188.204","TCP","90","65271  >  80 [ACK] Seq=3511 Ack=213708 Win=262400 Len=0 SLE=305488 SRE=306900 SLE=295604 SRE=297016 SLE=277248 SRE=278660 SLE=264540 SRE=265952"
"3623","30.473562","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"3624","30.473563","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3625","30.473647","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","102","[TCP Dup ACK 3583#12] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=77373 SRE=78765 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3626","30.473678","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","102","[TCP Dup ACK 3583#13] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=77373 SRE=80157 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3627","30.474102","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3628","30.474103","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3629","30.474149","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","102","[TCP Dup ACK 3583#14] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=77373 SRE=81549 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3630","30.474176","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","102","[TCP Dup ACK 3583#15] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=77373 SRE=82941 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3631","30.475132","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3632","30.475133","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3633","30.475185","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","102","[TCP Dup ACK 3583#16] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=77373 SRE=84333 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3634","30.475211","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","102","[TCP Dup ACK 3583#17] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=77373 SRE=85725 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3635","30.476253","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3636","30.476354","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","102","[TCP Dup ACK 3583#18] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=77373 SRE=87117 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3637","30.477327","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","[TCP Previous segment not captured] , Ignored Unknown Record"
"3638","30.477330","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3639","30.477381","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","110","[TCP Dup ACK 3583#19] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=88509 SRE=89901 SLE=77373 SRE=87117 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3640","30.477409","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","110","[TCP Dup ACK 3583#20] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=88509 SRE=91293 SLE=77373 SRE=87117 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3641","30.478314","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","Ignored Unknown Record"
"3642","30.478392","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","110","[TCP Dup ACK 3583#21] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=88509 SRE=92685 SLE=77373 SRE=87117 SLE=63453 SRE=75981 SLE=57885 SRE=62061"
"3643","30.479367","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","862","[TCP Previous segment not captured] , Ignored Unknown Record"
"3644","30.479459","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","110","[TCP Dup ACK 3583#22] 65279  >  443 [ACK] Seq=1178 Ack=56493 Win=262912 Len=0 SLE=94077 SRE=94865 SLE=88509 SRE=92685 SLE=77373 SRE=87117 SLE=63453 SRE=75981"
"3645","30.484604","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=311058 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3646","30.484754","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=1400 Ack=312470 Win=262400 Len=0"
"3647","30.484797","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=312470 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3648","30.484801","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=313882 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3649","30.484802","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=315294 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3650","30.484887","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=1400 Ack=316706 Win=262400 Len=0"
"3651","30.485014","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.2","1466","[TCP Fast Retransmission] , Application Data [TCP segment of a reassembled PDU]"
"3652","30.485119","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","110","65279  >  443 [ACK] Seq=1178 Ack=62061 Win=262912 Len=0 SLE=94077 SRE=94865 SLE=88509 SRE=92685 SLE=77373 SRE=87117 SLE=63453 SRE=75981"
"3653","30.485269","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","[TCP Out-Of-Order] 443  >  65279 [ACK] Seq=62061 Ack=1178 Win=67840 Len=1392 [TCP segment of a reassembled PDU]"
"3654","30.488641","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65270 [ACK] Seq=672143 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3655","30.488642","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=673555 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3656","30.488752","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 3618#1] 65270  >  80 [ACK] Seq=5228 Ack=666495 Win=262400 Len=0 SLE=672143 SRE=673555"
"3657","30.488783","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 3618#2] 65270  >  80 [ACK] Seq=5228 Ack=666495 Win=262400 Len=0 SLE=672143 SRE=674967"
"3658","30.489561","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=674967 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3659","30.489569","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=676379 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3660","30.489642","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 3618#3] 65270  >  80 [ACK] Seq=5228 Ack=666495 Win=262400 Len=0 SLE=672143 SRE=676379"
"3661","30.489667","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 3618#4] 65270  >  80 [ACK] Seq=5228 Ack=666495 Win=262400 Len=0 SLE=672143 SRE=677791"
"3662","30.489719","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=677791 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3663","30.489721","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=679203 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3664","30.489721","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=215120 Ack=3511 Win=64128 Len=1412"
"3665","30.489722","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=216532 Ack=3511 Win=64128 Len=1412"
"3666","30.489780","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 3618#5] 65270  >  80 [ACK] Seq=5228 Ack=666495 Win=262400 Len=0 SLE=672143 SRE=679203"
"3667","30.489806","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 3618#6] 65270  >  80 [ACK] Seq=5228 Ack=666495 Win=262400 Len=0 SLE=672143 SRE=680615"
"3668","30.489831","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 3622#1] 65271  >  80 [ACK] Seq=3511 Ack=213708 Win=262400 Len=0 SLE=215120 SRE=216532 SLE=305488 SRE=306900 SLE=295604 SRE=297016 SLE=277248 SRE=278660"
"3669","30.489868","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 3622#2] 65271  >  80 [ACK] Seq=3511 Ack=213708 Win=262400 Len=0 SLE=215120 SRE=217944 SLE=305488 SRE=306900 SLE=295604 SRE=297016 SLE=277248 SRE=278660"
"3670","30.493568","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1294","[TCP Out-Of-Order] 80  >  65281 [ACK] Seq=34161 Ack=412 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"3671","30.493733","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","86","65281  >  80 [ACK] Seq=412 Ack=28061 Win=262400 Len=0 SLE=30501 SRE=39029"
"3672","30.500516","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","[TCP Out-Of-Order] 443  >  65279 [ACK] Seq=75981 Ack=1178 Win=67840 Len=1392"
"3673","30.500729","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","94","65279  >  443 [ACK] Seq=1178 Ack=87117 Win=262912 Len=0 SLE=94077 SRE=94865 SLE=88509 SRE=92685"
"3674","30.503332","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","UDP","1294","443  >  54504 Len=1232"
"3675","30.503333","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","UDP","1294","443  >  54504 Len=1232"
"3676","30.503891","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=316706 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3677","30.503892","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=318118 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3678","30.503894","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=319530 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3679","30.503895","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=320942 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3680","30.504115","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=1400 Ack=322354 Win=262400 Len=0"
"3681","30.504148","181.188.188.204","192.168.100.139","TCP","1466","80  >  65278 [ACK] Seq=322354 Ack=1400 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3682","30.504149","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","[TCP Out-Of-Order] 443  >  65279 [ACK] Seq=87117 Ack=1178 Win=67840 Len=1392"
"3683","30.504217","192.168.100.139","181.188.188.204","TCP","54","65278  >  80 [ACK] Seq=1400 Ack=323766 Win=262400 Len=0"
"3684","30.505035","2a03:2880:f043:f:face:b00c:0:3","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1466","[TCP Out-Of-Order] 443  >  65279 [ACK] Seq=92685 Ack=1178 Win=67840 Len=1392"
"3685","30.505125","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2a03:2880:f043:f:face:b00c:0:3","TCP","74","65279  >  443 [ACK] Seq=1178 Ack=94865 Win=262912 Len=0"
"3686","30.506084","192.168.100.139","181.188.188.204","TCP","66","65267  >  80 [ACK] Seq=5294 Ack=381658 Win=262400 Len=0 SLE=383070 SRE=385894"
"3687","30.507673","181.188.188.204","192.168.100.139","TCP","1466","[TCP Fast Retransmission] 80  >  65270 [ACK] Seq=666495 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3688","30.507677","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65270 [ACK] Seq=667907 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3689","30.507886","192.168.100.139","181.188.188.204","TCP","66","65270  >  80 [ACK] Seq=5228 Ack=669319 Win=262400 Len=0 SLE=672143 SRE=680615"
"3690","30.508667","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65270 [ACK] Seq=669319 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3691","30.508668","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65270 [ACK] Seq=670731 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"3692","30.508801","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=5228 Ack=680615 Win=262400 Len=0"
